id,name,now_cost,position,team,ep_this,influence_rank,news,bonus,expected_goal_involvements_per_90,web_name,points_per_game_rank_type,creativity_rank_type,form_rank,event_points,total_points,goals_conceded,value_season,cost_change_start,goals_scored,corners_and_indirect_freekicks_order,form_rank_type,in_dreamteam,ict_index_rank,transfers_in_event,saves,expected_assists,now_cost_rank,selected_rank,transfers_in,expected_goal_involvements,news_added,penalties_order,form,minutes,threat,now_cost_rank_type,ict_index,expected_assists_per_90,yellow_cards,starts_per_90,cost_change_event_fall,chance_of_playing_this_round,assists,threat_rank,transfers_out_event,penalties_missed,threat_rank_type,expected_goals_conceded,chance_of_playing_next_round,expected_goals_per_90,own_goals,transfers_out,goals_conceded_per_90,ict_index_rank_type,expected_goals,dreamteam_count,points_per_game,cost_change_start_fall,penalties_saved,value_form,bps,creativity_rank,influence_rank_type,red_cards,selected_by_percent,selected_rank_type,clean_sheets_per_90,starts,influence,ep_next,cost_change_event,creativity,saves_per_90,clean_sheets,direct_freekicks_order,status,points_per_game_rank,expected_goals_conceded_per_90
435,Harry Arter,44,MID,Nott'm Forest,0.0,573,,0,0.0,Arter,225,217,509,0,0,0,0.0,-1,0,,181,False,579,149,0,0.00,474,478,3747,0.00,,,0.0,0,0.0,275,0.0,0.0,0,0.0,0,,0,547,147,0,211,0.00,,0.0,0,6620,0.0,221,0.00,0,0.0,1,0,0.0,0,562,216,0,0.1,159,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,585,0.0
436,Serge Aurier,45,DEF,Nott'm Forest,1.0,134,,3,0.07,Aurier,69,40,248,1,25,14,5.6,0,0,,84,False,187,1952,0,0.38,357,155,249437,0.52,2023-10-07T21:00:08.142985Z,,1.0,741,39.0,55,27.7,0.05,2,1.09,0,100.0,2,228,3423,0,64,13.24,100.0,0.02,0,193314,1.7,55,0.14,1,2.3,0,0,0.2,118,165,47,0,1.3,62,0.12,9,160.6,1.0,0,77.2,0.0,1,,a,204,1.61
437,Taiwo Awoniyi,64,FWD,Nott'm Forest,3.0,108,Groin Injury - 75% chance of playing,3,0.55,Awoniyi,11,13,106,6,42,11,6.6,-1,4,,15,False,79,19043,0,0.40,52,125,829309,4.12,2023-11-21T12:00:10.062545Z,,3.0,664,167.0,19,46.8,0.05,1,1.08,0,100.0,2,60,5747,0,22,10.03,75.0,0.5,0,758874,1.49,16,3.72,0,4.2,1,0,0.5,150,117,12,0,2.2,20,0.27,8,191.2,2.2,0,111.6,0.0,2,,d,53,1.36
438,Giulian Biancone,39,DEF,Nott'm Forest,0.0,474,Permanent transfer to Olympiacos,0,0.0,Biancone,162,163,383,0,0,0,0.0,-1,0,,123,False,480,0,0,0.00,737,444,1479,0.00,2023-09-18T10:34:51.025619Z,,0.0,0,0.0,237,0.0,0.0,0,0.0,0,0.0,0,433,127,0,154,0.00,0.0,0.0,0,8226,0.0,165,0.00,0,0.0,1,0,0.0,0,457,166,0,0.1,171,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,485,0.0
439,Willy Boly,45,DEF,Nott'm Forest,0.7,36,,3,0.18,Boly,27,82,282,1,35,12,7.8,0,1,,97,False,84,1817,0,0.41,360,197,112559,1.52,2023-09-19T09:00:09.368567Z,,0.7,767,141.0,57,44.9,0.05,1,1.06,0,100.0,0,73,2380,0,3,13.40,100.0,0.13,0,67979,1.41,15,1.11,1,3.5,0,0,0.2,165,267,10,0,0.7,76,0.35,9,269.8,0.7,0,37.5,0.0,3,,a,95,1.57
440,Josh Bowler,45,MID,Nott'm Forest,0.0,631,Season long loan to Cardiff City,0,0.0,Bowler,256,249,579,0,0,0,0.0,0,0,,215,False,637,0,0,0.00,398,726,0,0.00,2023-08-04T09:38:29.203317Z,,0.0,0,0.0,230,0.0,0.0,0,0.0,0,0.0,0,616,0,0,244,0.00,0.0,0.0,0,327,0.0,252,0.00,0,0.0,0,0,0.0,0,627,248,0,0.0,306,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,643,0.0
441,Steve Cook,45,DEF,Nott'm Forest,0.0,614,Permanent transfer to QPR,0,0.0,Cook,231,233,561,0,0,0,0.0,0,0,,221,False,620,0,0,0.00,354,663,0,0.00,2023-08-10T13:47:53.233734Z,,0.0,0,0.0,53,0.0,0.0,0,0.0,0,0.0,0,594,10,0,231,0.00,0.0,0.0,0,2245,0.0,233,0.00,0,0.0,0,0,0.0,0,607,233,0,0.0,227,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,626,0.0
442,Danilo dos Santos de Oliveira,53,MID,Nott'm Forest,0.3,351,,0,0.05,Danilo,159,156,352,1,8,8,1.5,-2,0,,171,False,359,67,0,0.09,148,493,2181,0.21,2023-08-31T17:30:08.232600Z,,0.3,338,12.0,93,7.1,0.02,1,1.07,0,100.0,0,339,50,0,171,5.68,100.0,0.03,0,10867,2.13,164,0.12,0,1.3,2,0,0.1,30,294,154,0,0.1,169,0.0,4,29.6,0.3,0,28.1,0.0,0,,a,338,1.51
443,Emmanuel Dennis,48,FWD,Nott'm Forest,0.0,692,On loan to Istanbul Basaksehir,0,0.0,Dennis,83,82,658,0,0,0,0.0,-2,0,,74,False,694,0,0,0.00,303,348,6239,0.00,2023-09-18T10:38:41.886230Z,,0.0,0,0.0,60,0.0,0.0,0,0.0,0,0.0,0,684,356,0,82,0.00,0.0,0.0,0,49014,0.0,81,0.00,0,0.0,2,0,0.0,0,689,80,0,0.2,55,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,696,0.0
444,Mohamed Dräger,40,DEF,Nott'm Forest,0.0,497,Transferred to Basel,0,0.0,Dräger,171,173,410,0,0,0,0.0,0,0,,135,False,504,0,0,0.00,636,473,796,0.00,2023-08-28T07:58:11.676535Z,,0.0,0,0.0,172,0.0,0.0,0,0.0,0,0.0,0,458,75,0,164,0.00,0.0,0.0,0,9760,0.0,175,0.00,0,0.0,0,0,0.0,0,482,175,0,0.1,184,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,508,0.0
445,Felipe Augusto de Almeida Monteiro,44,DEF,Nott'm Forest,0.0,578,Knee injury - 50% chance of playing,0,0.0,Felipe,222,225,515,0,0,0,0.0,-1,0,,205,False,585,16,0,0.00,488,592,1067,0.00,2023-10-19T16:30:09.793915Z,,0.0,0,0.0,97,0.0,0.0,0,0.0,0,50.0,0,554,49,0,223,0.00,50.0,0.0,0,2983,0.0,225,0.00,0,0.0,1,0,0.0,0,568,225,0,0.0,210,0.0,0,0.0,0.0,0,0.0,0.0,0,,d,590,0.0
446,Remo Freuler,49,MID,Nott'm Forest,0.0,696,Season-long loan to Bologna,0,0.0,Freuler,293,291,662,0,0,0,0.0,-1,0,,271,False,698,0,0,0.00,226,651,105,0.00,2023-09-03T20:10:13.581302Z,,0.0,0,0.0,143,0.0,0.0,0,0.0,0,0.0,0,688,15,0,288,0.00,0.0,0.0,0,1891,0.0,293,0.00,0,0.0,1,0,0.0,0,692,292,0,0.0,261,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,699,0.0
447,Morgan Gibbs-White,57,MID,Nott'm Forest,3.3,155,,1,0.28,Gibbs-White,71,11,81,5,33,17,5.8,-3,0,1.0,44,False,41,2235,0,1.76,85,163,104793,3.12,,1.0,3.3,1011,145.0,52,63.3,0.16,3,0.98,0,,3,68,2267,0,42,17.40,,0.12,0,225192,1.51,30,1.36,0,2.8,3,0,0.6,146,15,61,0,1.2,53,0.27,11,144.6,3.3,0,342.5,0.0,3,1.0,a,160,1.55
448,Wayne Hennessey,40,GKP,Nott'm Forest,0.0,480,,0,0.0,Hennessey,45,28,389,0,0,0,0.0,0,0,,43,False,486,192,0,0.00,613,310,3156,0.00,2023-08-06T23:30:06.047716Z,,0.0,0,0.0,35,0.0,0.0,0,0.0,0,100.0,0,439,280,0,21,0.00,100.0,0.0,0,12363,0.0,45,0.00,0,0.0,0,0,0.0,0,463,45,0,0.2,47,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,491,0.0
449,Ethan Horvath,43,GKP,Nott'm Forest,0.0,563,,0,0.0,Horvath,78,64,490,0,0,0,0.0,-2,0,,77,False,569,53,0,0.00,579,405,1845,0.00,,,0.0,0,0.0,31,0.0,0.0,0,0.0,0,,0,532,126,0,58,0.00,,0.0,0,7217,0.0,78,0.00,0,0.0,2,0,0.0,0,551,78,0,0.1,57,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,576,0.0
451,Cheikhou Kouyaté,48,MID,Nott'm Forest,0.0,358,,0,0.13,Kouyaté,217,184,652,0,6,3,1.2,-2,0,,263,False,383,18,0,0.03,278,589,641,0.10,,,0.0,71,6.0,178,4.6,0.04,1,0.0,0,,0,374,40,0,190,3.51,,0.09,0,1861,3.8,177,0.07,0,0.9,2,0,0.0,22,359,157,0,0.0,222,0.0,0,27.8,0.0,0,12.2,0.0,0,,a,440,4.45
452,Richie Laryea,45,DEF,Nott'm Forest,0.0,624,Loan to the end of the year with a permanent transfer in view,0,0.0,Laryea,234,236,572,0,0,0,0.0,0,0,,225,False,630,0,0,0.00,386,715,0,0.00,2023-08-04T09:37:12.198683Z,,0.0,0,0.0,73,0.0,0.0,0,0.0,0,0.0,0,609,4,0,235,0.00,0.0,0.0,0,480,0.0,236,0.00,0,0.0,0,0,0.0,0,620,236,0,0.0,238,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,636,0.0
453,Orel Mangala,50,MID,Nott'm Forest,3.7,200,,0,0.04,Mangala,86,109,67,2,26,15,5.2,0,1,,35,False,238,233,0,0.07,189,560,1942,0.38,2023-10-07T21:00:08.186421Z,,3.7,912,25.0,118,20.8,0.01,4,1.09,0,100.0,0,271,111,0,141,14.00,100.0,0.03,0,2418,1.48,115,0.31,0,2.4,0,0,0.7,107,180,79,0,0.0,206,0.3,11,116.0,3.7,0,68.2,0.0,3,,a,199,1.38
454,Loïc Mbe Soh,40,DEF,Nott'm Forest,0.0,515,Season long to Almere City,0,0.0,Mbe Soh,184,186,430,0,0,0,0.0,0,0,,150,False,522,0,0,0.00,657,492,589,0.00,2023-08-29T07:47:33.418642Z,,0.0,0,0.0,188,0.0,0.0,0,0.0,0,0.0,0,476,79,0,177,0.00,0.0,0.0,0,6987,0.0,188,0.00,0,0.0,0,0,0.0,0,500,188,0,0.1,188,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,526,0.0
455,Scott McKenna,45,DEF,Nott'm Forest,0.0,242,,1,0.09,McKenna,66,88,565,0,12,6,2.7,0,0,,223,False,297,81,0,0.17,370,425,5328,0.38,2023-08-26T21:00:08.377652Z,,0.0,416,17.0,63,13.8,0.04,0,1.08,0,100.0,0,307,163,0,102,5.64,100.0,0.05,0,8818,1.3,104,0.21,0,2.4,0,0,0.0,64,278,98,0,0.1,164,0.22,5,89.0,0.0,0,32.4,0.0,1,,a,194,1.22
456,Alex Mighten,44,MID,Nott'm Forest,0.0,599,Season-long loan to KV Kortrijk,0,0.0,Mighten,239,231,543,0,0,0,0.0,-1,0,,196,False,606,0,0,0.00,534,610,874,0.00,2023-09-08T08:21:25.234986Z,,0.0,0,0.0,295,0.0,0.0,0,0.0,0,0.0,0,576,43,0,225,0.00,0.0,0.0,0,3121,0.0,235,0.00,0,0.0,1,0,0.0,0,590,230,0,0.0,236,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,612,0.0
457,Moussa Niakhaté,45,DEF,Nott'm Forest,2.7,260,,1,0.02,Niakhaté,111,135,119,0,9,10,2.0,0,0,,37,False,345,356,0,0.09,378,488,2658,0.09,2023-10-01T19:30:08.979092Z,,2.7,449,0.0,68,8.4,0.02,1,1.0,0,100.0,0,606,176,0,234,11.14,100.0,0.0,0,2875,2.0,123,0.00,0,1.3,0,0,0.6,69,373,104,1,0.1,187,0.2,5,77.6,2.7,0,7.1,0.0,1,,a,327,2.23
458,Lewis O'Brien,49,MID,Nott'm Forest,0.0,706,Season-long loan to Middlesbrough,0,0.0,O'Brien,301,299,674,0,0,0,0.0,-1,0,,281,False,708,0,0,0.00,259,682,68,0.00,2023-09-01T07:24:06.652254Z,,0.0,0,0.0,164,0.0,0.0,0,0.0,0,0.0,0,700,8,0,297,0.00,0.0,0.0,0,1162,0.0,301,0.00,0,0.0,1,0,0.0,0,704,300,0,0.0,279,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,708,0.0
459,Braian Ojeda Rodríguez,45,MID,Nott'm Forest,0.0,636,Permanent transfer to Real Salt Lake,0,0.0,Ojeda,259,252,584,0,0,0,0.0,0,0,,218,False,642,0,0,0.00,405,729,0,0.00,2023-08-04T09:39:04.512634Z,,0.0,0,0.0,233,0.0,0.0,0,0.0,0,0.0,0,622,3,0,247,0.00,0.0,0.0,0,362,0.0,255,0.00,0,0.0,0,0,0.0,0,632,251,0,0.0,309,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,648,0.0
460,Jonathan Panzo,40,DEF,Nott'm Forest,0.0,505,Season-long loan to Cardiff City,0,0.0,Panzo,178,180,419,0,0,0,0.0,0,0,,143,False,512,0,0,0.00,645,454,884,0.00,2023-09-01T14:45:03.225842Z,,0.0,0,0.0,180,0.0,0.0,0,0.0,0,0.0,0,466,105,0,171,0.00,0.0,0.0,0,8762,0.0,182,0.00,0,0.0,0,0,0.0,0,490,182,0,0.1,177,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,516,0.0
461,Omar Richards,44,DEF,Nott'm Forest,0.0,588,Season-long loan to Olympiakos,0,0.0,O.Richards,226,228,529,0,0,0,0.0,-1,0,,211,False,595,0,0,0.00,508,599,88,0.00,2023-08-16T16:30:07.161960Z,,0.0,0,0.0,107,0.0,0.0,0,0.0,0,0.0,0,564,17,0,226,0.00,0.0,0.0,0,3729,0.0,228,0.00,0,0.0,1,0,0.0,0,578,228,0,0.0,212,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,601,0.0
462,Gustavo Henrique Furtado Scarpa,45,MID,Nott'm Forest,0.0,621,Season long loan to Olympiacos,0,0.0,G.Scarpa,253,246,569,0,0,0,0.0,0,0,,212,False,627,0,0,0.00,376,619,296,0.00,2023-08-21T08:31:03.509832Z,,0.0,0,0.0,226,0.0,0.0,0,0.0,0,0.0,0,605,32,0,241,0.00,0.0,0.0,0,5109,0.0,249,0.00,0,0.0,0,0,0.0,0,617,245,0,0.0,242,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,633,0.0
463,Jonjo Shelvey,48,MID,Nott'm Forest,0.0,688,Season long loan to Çaykur Rizespor,0,0.0,J.Shelvey,289,287,651,0,0,0,0.0,-2,0,,262,False,691,0,0,0.00,276,624,290,0.00,2023-09-18T10:37:34.955618Z,,0.0,0,0.0,177,0.0,0.0,0,0.0,0,0.0,0,679,25,0,282,0.00,0.0,0.0,0,2714,0.0,288,0.00,0,0.0,2,0,0.0,0,686,286,0,0.0,245,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,693,0.0
464,Sam Surridge,45,FWD,Nott'm Forest,0.0,622,Joined Nashville SC on a permanent transfer,0,0.0,Surridge,66,63,570,0,0,0,0.0,0,0,,53,False,628,0,0,0.00,384,357,0,0.00,2023-07-26T11:30:33.401435Z,,0.0,0,0.0,66,0.0,0.0,0,0.0,0,0.0,0,607,219,0,62,0.00,0.0,0.0,0,25068,0.0,62,0.00,0,0.0,0,0,0.0,0,618,60,0,0.1,57,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,634,0.0
465,Harry Toffolo,44,DEF,Nott'm Forest,4.3,156,,3,0.15,Toffolo,7,24,22,1,28,6,6.4,-1,0,,6,False,179,2421,0,0.30,487,389,10071,0.65,2023-11-05T22:00:09.521464Z,,5.7,391,44.0,96,28.8,0.07,0,0.92,0,75.0,3,214,493,0,57,6.58,100.0,0.08,0,5883,1.38,51,0.35,1,4.7,1,0,1.3,113,126,59,0,0.1,148,0.46,4,143.2,5.7,0,101.5,0.0,2,,a,31,1.51
466,Hwang Ui-jo,44,FWD,Nott'm Forest,0.0,586,Season-long loan to Norwich City,0,0.0,Ui-jo,61,58,527,0,0,0,0.0,-1,0,,48,False,593,0,0,0.00,506,256,22938,0.00,2023-09-03T20:12:47.865585Z,,0.0,0,0.0,90,0.0,0.0,0,0.0,0,0.0,0,562,797,0,57,0.00,0.0,0.0,0,116041,0.0,57,0.00,0,0.0,1,0,0.0,0,576,55,0,0.4,42,0.0,0,0.0,0.0,0,0.0,0.0,0,,u,599,0.0
467,Neco Williams,43,DEF,Nott'm Forest,0.7,320,,0,0.09,Williams,114,92,271,0,6,2,1.4,-2,0,2.0,90,False,348,165,0,0.11,586,333,5634,0.13,,,0.7,121,8.0,145,8.2,0.08,0,0.74,0,,0,358,299,0,125,1.58,,0.01,0,16046,1.49,126,0.02,0,1.2,2,0,0.2,18,285,123,0,0.2,131,0.0,1,43.0,0.7,0,30.2,0.0,0,3.0,a,342,1.18
468,Chris Wood,49,FWD,Nott'm Forest,0.1,187,,5,0.81,Wood,22,24,343,1,29,3,5.9,-1,3,,40,False,148,1726,0,0.12,221,210,88488,2.22,2023-10-29T22:00:10.906708Z,,0.3,246,139.0,48,32.8,0.04,0,0.73,0,50.0,0,75,2906,0,27,5.34,100.0,0.77,0,91782,1.1,25,2.10,1,2.9,1,0,0.1,100,179,19,0,0.6,35,0.37,2,120.8,0.3,0,69.0,0.0,1,,a,147,1.95
469,Joe Worrall,44,DEF,Nott'm Forest,0.0,251,,3,0.08,Worrall,77,112,530,0,12,9,2.7,-1,0,,212,False,310,33,0,0.31,509,431,5004,0.41,2023-08-26T19:30:07.624115Z,,0.0,437,18.0,108,12.2,0.06,0,1.03,0,100.0,0,299,140,0,97,8.88,100.0,0.02,0,7917,1.85,111,0.10,0,2.0,1,0,0.0,69,319,101,1,0.1,167,0.21,5,82.0,0.0,0,22.1,0.0,1,,a,236,1.83
470,Ryan Yates,49,MID,Nott'm Forest,0.7,281,,0,0.06,Yates,165,165,299,0,11,8,2.2,-1,0,,144,False,328,11,0,0.16,247,568,1088,0.23,2023-10-02T09:30:09.366703Z,,0.7,360,11.0,158,9.5,0.04,2,0.75,0,100.0,0,346,47,0,175,8.15,100.0,0.02,0,3055,2.0,148,0.07,0,1.2,1,0,0.1,34,320,115,0,0.0,212,0.25,3,63.0,0.7,0,22.1,0.0,1,,a,351,2.04
604,Olu Aina,45,DEF,Nott'm Forest,6.3,157,,2,0.05,Aina,41,76,16,4,28,13,6.2,0,1,,3,False,245,8532,0,0.19,368,275,30554,0.30,2023-10-02T09:30:09.688162Z,,6.3,627,16.0,61,20.0,0.03,3,1.15,0,100.0,1,317,1055,0,108,11.60,100.0,0.02,0,16534,1.87,78,0.11,1,3.1,0,0,1.4,131,257,60,0,0.3,108,0.29,8,142.8,6.3,0,40.9,0.0,2,,a,126,1.67
636,George Shelvey,40,GKP,Nott'm Forest,0.0,525,,0,0.0,G.Shelvey,65,49,442,0,0,0,0.0,0,0,,64,False,532,42,0,0.00,671,516,1342,0.00,,,0.0,0,0.0,56,0.0,0.0,0,0.0,0,,0,487,58,0,42,0.00,,0.0,0,2265,0.0,65,0.00,0,0.0,0,0,0.0,0,510,65,0,0.0,69,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,537,0.0
637,Josh Powell,40,DEF,Nott'm Forest,0.0,552,,0,0.0,Powell,207,208,470,0,0,0,0.0,0,0,,176,False,558,98,0,0.00,702,395,4454,0.00,,,0.0,0,0.0,219,0.0,0.0,0,0.0,0,,0,514,176,0,201,0.00,,0.0,0,5761,0.0,210,0.00,0,0.0,0,0,0.0,0,536,211,0,0.1,152,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,563,0.0
679,Gonzalo Montiel,44,DEF,Nott'm Forest,0.0,367,,0,0.09,G.Montiel,153,100,531,0,2,1,0.5,-1,0,,213,False,367,38,0,0.08,514,552,4155,0.17,2023-10-18T22:00:10.626977Z,,0.0,166,11.0,111,6.2,0.04,2,0.54,1,50.0,0,342,111,0,118,1.83,100.0,0.05,0,3769,0.54,132,0.09,0,0.5,1,0,0.0,13,301,139,0,0.0,202,0.0,1,23.4,0.0,-1,26.8,0.0,0,,a,460,0.99
696,Murillo Santiago Costa dos Santos,45,DEF,Nott'm Forest,2.7,182,Knock - 75% chance of playing,1,0.13,Murillo,52,97,121,1,17,8,3.8,0,0,,39,False,247,239,0,0.09,462,476,7872,0.76,2023-11-13T01:00:10.467244Z,,2.7,525,50.0,85,20.0,0.02,1,1.03,0,,0,197,406,0,46,9.57,75.0,0.11,0,3546,1.37,80,0.67,0,2.8,0,0,0.6,116,296,74,0,0.1,185,0.34,6,123.4,2.0,0,27.7,0.0,2,,d,153,1.64
710,Odysseas Vlachodimos,45,GKP,Nott'm Forest,3.0,291,,0,0.0,Odysseas,2,3,93,2,9,3,2.0,0,0,,9,False,364,1244,6,0.01,363,470,5721,0.01,,,3.0,180,0.0,18,6.8,0.0,0,1.0,0,,0,597,280,0,69,2.80,,0.0,0,2085,1.5,22,0.00,0,4.5,0,0,0.7,46,366,22,0,0.1,64,0.5,2,57.6,3.0,0,10.0,3.0,1,,a,41,1.4
711,Andrew Omobamidele,45,DEF,Nott'm Forest,0.0,649,,0,0.0,Omobamidele,237,239,598,0,0,0,0.0,0,0,,228,False,655,24,0,0.00,422,638,451,0.00,,,0.0,0,0.0,83,0.0,0.0,0,0.0,0,,0,635,30,0,238,0.00,,0.0,0,429,0.0,239,0.00,0,0.0,0,0,0.0,0,645,239,0,0.0,218,0.0,0,0.0,0.0,0,0.0,0.0,0,,a,659,0.0
712,Nicolás Domínguez,50,MID,Nott'm Forest,1.7,208,,3,0.15,Dominguez,48,168,195,1,23,6,4.6,0,1,,90,False,213,70,0,0.30,202,551,5778,0.88,2023-10-01T19:30:09.351809Z,,1.7,535,105.0,125,23.6,0.05,1,1.18,0,100.0,0,111,254,0,69,7.76,100.0,0.1,0,3258,1.01,105,0.58,1,3.3,0,0,0.3,77,325,82,0,0.0,202,0.5,7,110.2,1.7,0,20.2,0.0,3,,a,111,1.31
713,Ibrahim Sangaré,50,MID,Nott'm Forest,2.0,222,,0,0.13,Sangaré,121,110,163,2,14,10,2.8,0,0,,73,False,239,76,0,0.29,193,652,1611,0.90,,,2.0,642,36.0,120,20.5,0.04,4,1.12,0,,0,240,54,0,127,9.26,,0.09,0,1010,1.4,116,0.61,0,1.8,0,0,0.4,46,185,87,0,0.0,262,0.42,8,102.4,2.0,0,66.5,0.0,3,,a,274,1.3
714,Divock Origi,50,FWD,Nott'm Forest,0.1,418,,0,0.45,Origi,58,45,349,1,4,0,0.8,0,0,,43,False,392,768,0,0.16,179,410,23642,0.30,2023-10-21T19:00:08.613189Z,,0.3,59,17.0,43,3.7,0.24,1,0.0,0,50.0,0,311,467,0,50,1.87,100.0,0.21,0,19005,0.0,48,0.14,0,0.8,0,0,0.1,12,343,48,0,0.1,61,0.0,0,7.2,0.3,0,14.9,0.0,0,,a,450,2.85
27,Auston Trusty,39,DEF,Sheffield Utd,0.8,216,,0,0.01,Trusty,138,119,210,2,6,14,1.5,-1,0,,68,False,304,7672,0,0.03,727,135,135272,0.03,,,1.3,465,8.0,231,12.9,0.01,1,0.97,0,,0,357,3640,0,124,9.86,,0.0,0,75965,2.71,108,0.00,0,0.9,1,0,0.3,64,339,90,0,1.7,56,0.0,5,105.2,0.8,0,15.8,0.0,0,,a,436,1.91
33,Cameron Archer,46,FWD,Sheffield Utd,3.5,218,,6,0.11,Archer,16,11,54,2,33,22,7.2,1,2,,9,False,139,39664,0,0.33,346,39,1078238,0.92,,,4.0,716,119.0,64,33.7,0.04,2,1.01,0,,1,102,15249,0,31,17.07,,0.07,0,652747,2.77,24,0.59,0,3.3,-1,0,0.9,93,111,22,0,9.9,7,0.0,8,103.8,3.5,0,114.8,0.0,0,,a,109,2.15
360,James McAtee,44,MID,Sheffield Utd,2.2,274,,0,0.19,McAtee,88,80,115,2,21,18,4.8,-1,0,,54,False,191,12278,0,0.33,537,196,93532,1.07,,,2.7,513,87.0,298,27.2,0.06,1,1.05,0,,2,131,3304,0,80,10.74,,0.13,0,25791,3.16,94,0.74,0,2.3,1,0,0.6,67,109,111,0,0.7,67,0.18,6,68.0,2.2,0,115.5,0.0,1,2.0,a,203,1.88
471,Anel Ahmedhodžić,43,DEF,Sheffield Utd,-0.2,165,Hamstring injury - 50% chance of playing,0,0.12,Ahmedhodžić,154,133,500,0,3,22,0.7,-2,0,,200,False,230,7,0,0.08,594,337,8215,0.93,2023-10-22T23:30:08.264278Z,,0.0,720,68.0,151,21.4,0.01,3,1.0,0,50.0,0,162,441,0,31,19.57,50.0,0.11,0,34282,2.75,70,0.85,0,0.4,2,0,0.0,77,370,66,0,0.2,133,0.0,8,135.8,-0.2,0,8.6,0.0,0,,d,462,2.45
472,Jordan Amissah,39,GKP,Sheffield Utd,-0.5,478,,0,0.0,Amissah,44,27,387,0,0,0,0.0,-1,0,,42,False,484,582,0,0.00,741,258,22095,0.00,,,0.0,0,0.0,85,0.0,0.0,0,0.0,0,,0,437,562,0,20,0.00,,0.0,0,17671,0.0,44,0.00,0,0.0,1,0,0.0,0,461,44,0,0.4,32,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,489,0.0
473,George Baldock,38,DEF,Sheffield Utd,1.5,302,,0,0.04,Baldock,91,89,149,2,10,8,2.6,-2,0,,51,False,331,60362,0,0.14,743,58,421385,0.17,2023-09-13T01:00:07.638722Z,,2.0,449,13.0,241,9.3,0.03,2,1.0,0,100.0,1,329,8823,0,113,11.59,100.0,0.01,0,1068293,1.6,118,0.03,0,1.7,2,0,0.5,41,280,116,0,7.0,18,0.0,5,49.8,1.5,0,32.1,0.0,0,,a,278,2.32
474,Chris Basham,40,DEF,Sheffield Utd,0.0,270,Leg injury - Unknown return date,0,0.05,Basham,122,98,392,0,8,6,2.0,0,0,,127,False,317,16,0,0.07,617,218,95992,0.19,2023-10-07T21:00:08.209470Z,,0.0,316,14.0,163,11.1,0.02,1,0.85,0,0.0,0,324,1942,0,110,7.12,0.0,0.03,0,92283,1.71,115,0.12,0,1.0,0,0,0.0,35,299,108,0,0.6,82,0.0,3,69.2,0.0,0,27.4,0.0,0,,i,363,2.03
476,Jayden Bogle,45,DEF,Sheffield Utd,1.5,253,,0,0.16,Bogle,51,74,153,4,25,16,5.6,0,1,,54,False,246,698,0,0.20,389,437,11978,1.16,2023-08-04T11:00:04.348112Z,,2.0,657,76.0,76,20.0,0.03,2,1.1,0,100.0,2,152,250,0,23,12.57,100.0,0.13,0,9885,2.19,79,0.96,0,2.8,0,0,0.4,84,248,102,0,0.1,170,0.14,8,81.2,1.5,0,42.6,0.0,1,,a,152,1.72
477,Rhian Brewster,49,FWD,Sheffield Utd,0.0,396,Knee injury - Unknown return date,0,0.05,Brewster,52,46,297,0,5,5,1.0,-1,0,,32,False,372,49,0,0.05,242,540,2447,0.08,2023-11-04T19:30:09.068235Z,3.0,0.7,163,27.0,50,5.4,0.03,0,1.1,0,0.0,0,267,215,0,47,3.67,0.0,0.02,0,6880,2.76,47,0.03,0,1.0,1,0,0.1,10,347,45,0,0.0,76,0.0,2,11.8,0.0,0,14.5,0.0,0,,i,418,2.03
478,Ismaila Coulibaly,44,MID,Sheffield Utd,-0.5,606,,0,0.0,Coulibaly,244,236,551,0,0,0,0.0,-1,0,,202,False,613,112,0,0.00,545,519,3752,0.00,2023-08-04T11:00:04.362630Z,,0.0,0,0.0,303,0.0,0.0,0,0.0,0,100.0,0,583,136,0,230,0.00,100.0,0.0,0,4549,0.0,240,0.00,0,0.0,1,0,0.0,0,597,235,0,0.0,182,0.0,0,0.0,-0.5,0,0.0,0.0,0,,a,619,0.0
